Grid Ref: Easting,Grid Ref: Northing,Number of Vehicles,Accident Date,1st Road Class,Road Surface,Lighting Conditions,Weather Conditions,Type of Vehicle,Casualty Class,Casualty Severity,Sex of Casualty,Age of Casualty
445228,431837,1,20/03/2019,2,1,1,1,9,1,2,2,20
445228,431837,1,20/03/2019,2,1,1,1,9,2,2,1,20
426034,428248,2,20/03/2019,6,1,1,1,1,1,3,1,14
427966,433620,2,21/03/2019,3,1,1,1,1,1,3,1,30
426822,434974,2,21/03/2019,3,1,1,1,9,1,3,2,62
426822,434974,2,21/03/2019,3,1,1,1,9,2,3,1,95
426302,431692,1,21/03/2019,3,1,1,1,9,3,2,2,23
422303,427958,2,21/03/2019,3,1,4,1,9,1,2,1,24
422303,427958,2,21/03/2019,3,1,4,1,9,2,2,1,50
422303,427958,2,21/03/2019,3,1,4,1,9,1,3,1,37
434260,434309,2,22/03/2019,3,1,1,1,3,1,1,1,68
432338,434973,2,22/03/2019,4,1,1,1,9,1,3,2,29
430892,433487,2,22/03/2019,6,1,1,1,1,1,3,1,58
425303,428867,1,23/03/2019,4,1,5,1,3,1,1,1,22
432235,426269,2,23/03/2019,1,1,1,1,11,2,2,2,53
430764,438435,2,23/03/2019,6,1,1,1,9,1,3,2,28
430764,438435,2,23/03/2019,6,1,1,1,9,2,3,2,31
430764,438435,2,23/03/2019,6,1,1,1,9,2,3,2,18
430764,438435,2,23/03/2019,6,1,1,1,9,2,3,2,7
430764,438435,2,23/03/2019,6,1,1,1,9,2,3,2,2
430833,433959,2,24/03/2019,3,1,4,1,9,2,3,2,70
427703,434718,2,24/03/2019,6,1,1,1,19,1,3,1,20
429149,431792,2,25/03/2019,6,1,1,1,9,1,3,1,28
429873,427362,2,25/03/2019,6,1,1,1,9,2,3,1,8
429964,434206,2,25/03/2019,6,1,1,1,1,1,3,1,19
424913,433473,1,25/03/2019,6,1,1,1,97,3,3,2,5
431251,428894,2,25/03/2019,6,1,1,1,3,1,2,1,18
431614,429961,1,25/03/2019,6,1,4,1,5,1,2,1,36
435960,435772,2,25/03/2019,6,1,4,1,9,1,3,1,45
431818,435608,5,25/03/2019,3,1,4,1,9,1,3,1,40
431818,435608,5,25/03/2019,3,1,4,1,9,1,3,1,23
427700,431038,1,26/03/2019,1,1,1,1,21,3,3,2,18
434393,428822,1,26/03/2019,6,1,1,1,9,3,3,2,2
429848,432292,2,27/03/2019,6,1,4,1,9,1,3,1,41
429848,432292,2,27/03/2019,6,1,4,1,9,2,3,1,38
429848,432292,2,27/03/2019,6,1,4,1,19,1,3,1,57
424055,439077,3,27/03/2019,6,1,1,1,9,1,3,1,73
430798,432390,1,27/03/2019,3,1,1,1,9,3,2,2,24
427583,433915,1,27/03/2019,6,1,4,1,3,3,2,1,18
429852,432291,2,27/03/2019,3,1,4,1,9,1,3,2,22
435715,434719,2,28/03/2019,6,1,1,1,9,2,3,2,57
431462,432136,2,17/03/2019,6,1,1,1,8,1,3,1,41
437157,445577,2,28/03/2019,6,1,1,1,9,1,3,2,36
420069,440808,2,28/03/2019,3,1,1,1,1,1,3,1,57
437097,444135,3,28/03/2019,3,1,1,1,9,1,3,1,57
434819,434613,1,29/03/2019,3,1,1,1,11,2,3,2,67
429481,433783,2,29/03/2019,3,1,1,1,1,1,3,1,69
427019,433105,1,29/03/2019,6,1,1,1,9,3,3,2,24
426820,437994,2,29/03/2019,3,1,1,1,9,1,3,2,64
433652,441921,2,30/03/2019,6,1,1,1,1,2,2,1,56
426206,427501,2,29/03/2019,6,1,1,1,1,1,3,1,28
436096,434804,2,30/03/2019,6,1,1,1,9,2,3,1,12
420866,434619,3,30/03/2019,3,1,1,1,9,1,3,1,31
420866,434619,3,30/03/2019,3,1,1,1,9,2,3,1,23
420866,434619,3,30/03/2019,3,1,1,1,9,2,2,2,19
427503,429774,2,30/03/2019,6,1,1,1,9,1,3,1,22
427503,429774,2,30/03/2019,6,1,1,1,9,3,3,1,15
427503,429774,2,30/03/2019,6,1,1,1,9,3,3,1,16
425247,435203,2,30/03/2019,6,1,1,1,4,1,2,1,27
421772,435301,2,30/03/2019,6,1,1,1,5,1,3,1,37
429158,431642,2,30/03/2019,6,1,1,1,8,2,3,2,24
431157,436395,3,30/03/2019,4,2,4,2,9,1,3,2,63
442620,427049,2,31/03/2019,3,1,1,1,1,1,3,1,48
441119,449123,2,31/03/2019,2,1,1,1,9,1,3,2,46
427079,426116,2,31/03/2019,1,1,1,1,9,1,3,2,22
427079,426116,2,31/03/2019,1,1,1,1,9,2,3,1,22
430069,433832,1,02/04/2019,3,1,1,1,9,3,3,1,30
424190,434807,1,02/04/2019,6,1,1,1,9,3,3,1,13
431929,433576,2,02/04/2019,6,1,1,1,2,1,3,1,60
422376,433974,3,02/04/2019,3,1,1,1,9,1,3,2,28
429026,437513,2,02/04/2019,6,1,1,1,9,1,3,2,26
429026,437513,2,02/04/2019,6,1,1,1,9,1,3,1,31
426465,435683,2,03/04/2019,6,1,1,1,1,1,3,1,29
428979,429107,6,03/04/2019,6,1,1,1,9,2,3,2,44
428979,429107,6,03/04/2019,6,1,1,1,9,1,3,1,30
428979,429107,6,03/04/2019,6,1,1,1,9,1,3,2,19
428979,429107,6,03/04/2019,6,1,1,1,9,2,3,2,18
426954,433362,3,05/04/2019,6,1,4,1,9,1,3,1,20
426954,433362,3,05/04/2019,6,1,4,1,9,2,3,2,19
432523,427557,2,03/04/2019,3,2,4,1,9,1,3,1,38
432523,427557,2,03/04/2019,3,2,4,1,9,1,3,2,23
430741,430567,2,04/04/2019,1,1,1,1,9,2,3,2,37
439321,426151,2,04/04/2019,6,1,7,1,1,1,3,1,14
428610,434848,1,15/04/2019,6,1,7,1,9,1,3,1,32
433150,432309,2,05/04/2019,6,1,1,1,1,1,3,1,33
433391,434069,2,05/04/2019,6,1,1,1,22,1,2,1,76
427466,436555,2,05/04/2019,6,1,1,1,1,1,3,1,21
427127,434793,1,05/04/2019,3,1,1,1,3,1,3,2,31
426484,433523,1,05/04/2019,6,1,1,1,11,2,2,2,62
427834,433379,1,05/04/2019,6,1,4,1,9,2,2,1,18
433742,426701,2,06/04/2019,6,1,1,1,5,1,3,1,48
429816,434406,2,05/04/2019,3,1,1,1,9,1,3,2,42
424577,435158,2,06/04/2019,6,1,1,1,9,1,3,1,35
428981,425982,4,06/04/2019,3,1,1,1,9,2,3,1,7
428981,425982,4,06/04/2019,3,1,1,1,9,2,3,1,9
435794,425983,2,06/04/2019,1,1,1,1,9,1,3,2,43
435794,425983,2,06/04/2019,1,1,1,1,9,1,3,2,20
432254,434690,2,06/04/2019,6,1,1,1,9,1,3,1,50
427465,431903,3,06/04/2019,3,1,1,1,9,1,3,1,27
430511,425152,2,07/04/2019,6,1,1,1,9,2,3,2,85
430477,435598,2,06/04/2019,3,1,1,1,1,1,3,1,16
430124,433381,1,08/04/2019,6,1,1,1,11,3,3,1,29
430241,433266,1,09/04/2019,6,1,4,1,8,3,2,2,41
427209,430643,2,15/02/2019,1,9,1,9,9,1,3,1,65
430814,433937,2,09/04/2019,3,1,1,1,1,1,3,1,13
424900,437958,2,09/04/2019,6,1,1,1,8,2,3,2,38
428799,430468,2,10/04/2019,6,1,1,1,9,1,3,2,32
429048,432363,2,10/04/2019,6,1,1,1,1,1,3,1,21
431114,435189,3,10/04/2019,6,1,1,1,9,2,3,1,20
431114,435189,3,10/04/2019,6,1,1,1,9,2,3,2,17
432731,427497,2,10/04/2019,6,1,1,1,1,1,3,1,29
431383,424983,3,10/04/2019,1,1,1,1,9,1,3,2,30
424578,435157,1,11/04/2019,3,1,1,1,11,2,3,2,80
424158,428190,2,11/04/2019,3,1,1,1,9,2,3,2,43
424647,428146,1,12/04/2019,6,1,1,1,19,3,2,1,26
430631,433738,1,12/04/2019,6,1,1,1,9,3,2,1,8
430838,433997,2,12/04/2019,6,1,1,1,1,1,3,1,42
427676,435058,2,12/04/2019,6,1,1,1,9,1,3,2,24
437565,429652,3,12/04/2019,6,1,6,1,9,1,2,1,39
425911,436694,2,12/04/2019,6,1,4,1,4,1,2,1,39
443344,439007,2,13/04/2019,1,1,1,1,9,1,3,1,28
433869,434042,2,13/04/2019,4,1,1,1,1,1,3,1,31
431652,430543,2,15/04/2019,1,1,1,1,5,1,3,1,36
425309,440914,2,13/04/2019,6,1,1,1,1,1,3,1,10
445374,431776,4,14/04/2019,2,1,1,1,9,1,3,2,37
445374,431776,4,14/04/2019,2,1,1,1,9,2,3,2,37
445374,431776,4,14/04/2019,2,1,1,1,9,2,3,2,10
445374,431776,4,14/04/2019,2,1,1,1,9,2,3,1,11
445374,431776,4,14/04/2019,2,1,1,1,9,1,3,1,35
435512,434799,1,13/04/2019,6,1,7,1,9,3,3,1,58
428454,428617,1,14/04/2019,3,1,1,1,9,1,3,1,27
422439,427907,2,15/04/2019,3,1,1,1,9,1,3,1,30
422439,427907,2,15/04/2019,3,1,1,1,9,2,3,2,30
430350,434777,1,15/04/2019,6,1,1,1,9,3,3,1,1
430054,431089,2,15/04/2019,6,1,1,1,1,1,3,2,25
431295,435614,1,15/04/2019,6,1,1,1,9,3,3,1,3
432136,433587,3,15/04/2019,3,1,1,1,1,1,2,1,22
435873,436373,2,15/04/2019,3,1,1,1,9,1,3,2,38
435873,436373,2,15/04/2019,3,1,1,1,9,2,3,2,46
428541,431539,2,16/04/2019,3,1,1,1,9,1,3,1,25
430860,434162,2,16/04/2019,6,1,1,1,1,1,3,1,33
439327,432427,1,16/04/2019,6,1,4,1,9,1,3,1,30
426008,428229,3,17/04/2019,6,1,1,1,1,1,3,1,18
429538,431090,1,17/04/2019,6,1,1,1,9,3,3,1,14
430431,437061,1,17/04/2019,6,1,1,1,9,3,3,1,48
437614,429691,2,17/04/2019,3,1,1,1,5,1,2,1,26
425093,431059,2,17/04/2019,6,1,4,1,9,1,3,1,43
431257,429730,3,18/04/2019,6,1,1,1,3,1,2,1,22
431655,435326,2,18/04/2019,3,1,1,1,19,1,3,1,37
427172,433659,2,18/04/2019,3,1,1,1,4,1,2,1,39
431890,435661,1,19/04/2019,6,1,1,1,9,3,3,1,17
430063,433772,1,19/04/2019,6,1,1,1,9,3,2,2,20
428933,425983,2,19/04/2019,3,1,1,1,9,1,3,2,32
428933,425983,2,19/04/2019,3,1,1,1,9,2,3,1,9
429536,434221,1,19/04/2019,2,1,1,1,5,1,2,1,50
428503,434474,2,19/04/2019,6,1,4,1,1,1,3,1,23
419534,441610,1,20/04/2019,3,1,1,1,9,3,2,2,12
421553,435972,1,20/04/2019,3,1,1,1,9,3,2,2,13
421553,435972,1,20/04/2019,3,1,1,1,9,3,3,2,13
430736,435008,2,20/04/2019,3,1,1,1,11,2,3,2,74
422673,437258,2,20/04/2019,3,1,1,1,9,1,3,1,26
422673,437258,2,20/04/2019,3,1,1,1,9,2,3,2,27
422673,437258,2,20/04/2019,3,1,1,1,9,2,3,1,27
422673,437258,2,20/04/2019,3,1,1,1,9,2,3,1,27
435429,439804,2,21/04/2019,3,1,1,1,9,2,2,2,88
435429,439804,2,21/04/2019,3,1,1,1,9,1,2,2,83
435429,439804,2,21/04/2019,3,1,1,1,9,1,3,2,42
435429,439804,2,21/04/2019,3,1,1,1,9,2,3,1,17
431402,435029,2,21/04/2019,6,1,1,1,1,1,2,1,28
431887,435026,1,21/04/2019,6,1,4,1,9,3,3,1,11
430937,433301,1,22/04/2019,3,1,4,1,90,3,3,1,26
442111,427617,3,22/04/2019,6,1,1,1,19,1,3,2,47
423084,434894,2,22/04/2019,6,1,1,1,3,1,3,1,22
433982,433995,1,22/04/2019,4,1,1,1,4,1,3,1,17
435188,435710,1,22/04/2019,6,1,1,1,11,2,3,2,69
431422,435057,1,21/04/2019,6,1,4,1,9,3,2,1,31
430524,437028,3,23/04/2019,6,1,1,1,9,1,3,1,36
430524,437028,3,23/04/2019,6,1,1,1,9,1,3,2,43
435638,425906,2,23/04/2019,1,1,1,1,9,1,3,2,38
424899,434907,2,23/04/2019,6,1,1,1,3,1,3,1,20
436751,433643,1,23/04/2019,3,1,1,1,9,3,3,2,64
424992,432896,2,24/04/2019,4,1,1,1,19,1,3,1,52
432133,429422,2,25/04/2019,1,1,1,1,19,1,3,1,33
432133,429422,2,25/04/2019,1,1,1,1,9,1,3,1,52
433271,429060,2,24/04/2019,6,1,1,1,4,2,3,1,19
429895,433695,1,29/04/2019,6,1,1,1,9,3,3,2,34
432240,435018,2,24/04/2019,6,2,1,1,9,1,3,1,42
432240,435018,2,24/04/2019,6,2,1,1,9,2,3,2,38
424005,434533,2,25/04/2019,6,1,1,1,9,2,3,2,9
427722,434064,3,25/04/2019,6,1,1,1,9,1,3,1,30
431398,435816,1,26/04/2019,6,1,1,1,9,3,3,2,4
429675,433381,1,26/04/2019,6,1,1,1,19,3,3,2,26
424143,428165,2,26/04/2019,3,1,1,1,9,2,3,2,55
430870,435486,2,31/03/2019,6,1,1,1,9,2,3,1,77
428345,431276,1,26/04/2019,6,1,1,1,19,3,3,1,54
423816,438093,1,26/04/2019,6,2,1,2,9,3,2,2,81
428142,435848,2,26/04/2019,3,1,1,1,1,1,3,1,29
430325,433305,1,26/04/2019,6,1,1,1,11,3,2,1,36
423890,434278,2,25/04/2019,6,1,1,1,9,1,3,1,40
429241,427955,1,27/04/2019,6,2,1,1,11,3,2,1,6
442620,428001,3,28/04/2019,3,1,1,1,3,1,3,1,60
442620,428001,3,28/04/2019,3,1,1,1,9,1,3,2,58
427947,435947,1,28/04/2019,6,1,1,1,9,3,2,1,37
428219,436262,1,28/04/2019,6,1,1,1,9,3,3,1,18
435513,433299,1,29/04/2019,6,1,4,1,9,2,2,2,25
427520,435875,2,29/04/2019,4,1,4,1,9,1,3,2,20
427520,435875,2,29/04/2019,4,1,4,1,9,1,3,1,48
427520,435875,2,29/04/2019,4,1,4,1,9,2,3,1,29
428336,429529,2,29/04/2019,3,1,1,1,9,1,3,2,30
429796,433786,2,26/04/2019,6,1,1,1,8,1,3,1,52
417950,443044,3,29/04/2019,3,1,1,1,9,1,3,2,69
440434,446486,1,30/04/2019,2,1,1,1,9,1,3,2,34
429391,433839,2,30/04/2019,2,1,1,1,9,2,3,1,24
434065,435140,3,30/04/2019,6,1,1,1,9,1,3,1,61
420109,444969,2,01/05/2019,3,1,1,1,9,1,3,1,63
429968,436639,2,01/05/2019,3,1,1,1,1,1,3,2,43
426846,438036,2,01/05/2019,3,1,1,1,1,1,3,1,51
430857,434346,1,01/05/2019,3,1,1,1,9,1,2,1,66
430857,434346,1,01/05/2019,3,1,1,1,9,2,3,2,62
429333,430476,2,01/05/2019,6,1,1,1,9,1,3,2,33
424528,435097,1,02/05/2019,6,2,1,2,9,2,3,2,58
432179,426091,1,02/05/2019,1,1,1,1,9,1,3,1,50
429137,433089,3,03/05/2019,6,1,1,1,19,1,3,1,61
430801,435342,2,03/05/2019,6,1,1,1,9,1,3,2,63
424269,429073,2,04/05/2019,6,1,1,1,9,3,3,2,66
427972,433617,2,03/05/2019,3,1,1,1,9,1,3,2,67
432009,436161,2,04/05/2019,6,1,1,1,9,1,3,2,41
430906,432294,2,06/05/2019,3,1,4,1,9,1,3,2,24
430906,432294,2,06/05/2019,3,1,4,1,8,1,3,1,46
429602,434277,1,06/05/2019,2,1,1,1,9,1,3,1,32
430408,431800,1,06/05/2019,1,3,1,8,5,1,3,1,29
431889,435693,2,06/05/2019,6,1,1,1,9,1,3,2,41
431889,435693,2,06/05/2019,6,1,1,1,9,2,3,1,66
431889,435693,2,06/05/2019,6,1,1,1,9,2,3,2,37
442243,442962,4,07/05/2019,3,1,1,1,9,1,3,1,22
442243,442962,4,07/05/2019,3,1,1,1,9,2,3,2,45
423808,439246,2,08/05/2019,6,2,1,2,3,1,3,2,43
431638,437180,2,08/05/2019,6,1,1,1,1,1,2,1,15
425996,428206,2,08/05/2019,6,2,1,1,9,2,3,2,29
428377,434060,2,08/05/2019,3,2,1,2,1,1,3,2,62
429989,434179,2,08/05/2019,3,2,1,1,9,1,3,1,36
430035,433378,1,09/05/2019,6,2,1,2,11,2,3,1,70
427943,436117,2,10/05/2019,3,1,1,1,1,1,3,1,51
431067,434319,2,10/05/2019,6,1,1,1,9,1,3,1,37
422156,436666,2,11/05/2019,3,1,1,1,2,1,3,1,24
429586,434718,1,10/05/2019,3,2,1,2,11,2,3,2,58
432193,444976,2,11/05/2019,3,2,1,2,9,1,3,2,21
432193,444976,2,11/05/2019,3,2,1,2,9,2,3,2,56
435236,437607,2,13/10/2019,3,1,1,1,19,3,3,1,56
427772,432628,2,11/05/2019,6,2,1,5,9,1,2,1,54
427772,432628,2,11/05/2019,6,2,1,5,9,1,2,1,18
427772,432628,2,11/05/2019,6,2,1,5,9,2,2,1,17
427772,432628,2,11/05/2019,6,2,1,5,9,2,3,1,18
427772,432628,2,11/05/2019,6,2,1,5,9,2,3,1,18
427772,432628,2,11/05/2019,6,2,1,5,9,2,3,1,18
432288,435052,1,11/05/2019,6,2,1,2,9,3,3,1,34
428902,429818,2,11/05/2019,6,2,1,1,9,1,3,2,44
428902,429818,2,11/05/2019,6,2,1,1,9,2,3,2,25
428902,429818,2,11/05/2019,6,2,1,1,9,1,3,2,31
428902,429818,2,11/05/2019,6,2,1,1,9,2,3,2,12
431885,435489,2,11/05/2019,6,2,1,2,3,1,3,1,28
440613,429143,2,11/05/2019,6,1,4,1,3,1,3,1,20
427963,434367,2,11/05/2019,6,1,6,1,1,1,3,1,34
435501,433594,2,12/05/2019,6,1,1,1,11,2,3,1,36
435501,433594,2,12/05/2019,6,1,1,1,11,2,3,1,5
435501,433594,2,12/05/2019,6,1,1,1,11,2,3,1,6
432648,435855,2,12/05/2019,6,1,1,1,9,1,3,1,64
432648,435855,2,12/05/2019,6,1,1,1,9,2,3,1,16
436216,425907,2,12/05/2019,1,1,1,1,9,2,3,2,75
423350,434592,3,13/05/2019,4,1,1,1,9,1,3,2,46
429384,431368,1,13/05/2019,6,1,1,1,19,3,3,1,8
432162,427247,3,15/05/2019,1,1,1,1,9,1,3,1,40
427718,436114,2,14/05/2019,6,1,1,1,1,1,3,1,27
423035,435212,1,10/05/2019,6,1,1,1,9,3,2,2,14
431085,434209,2,14/05/2019,6,1,1,1,1,1,3,2,25
415992,442974,2,15/05/2019,6,1,4,1,9,1,3,2,50
425458,437945,2,15/05/2019,3,1,1,1,9,1,3,2,38
422233,433553,1,15/05/2019,4,1,1,1,9,3,2,2,63
431591,430986,2,15/05/2019,6,1,1,1,1,1,2,1,12
431336,435048,2,15/05/2019,6,1,1,1,1,1,3,1,51
433212,426335,2,15/05/2019,6,1,1,1,9,2,3,2,11
423531,435422,1,15/05/2019,4,1,1,2,9,3,2,1,30
434203,436974,2,15/05/2019,3,1,4,1,5,1,3,1,47
431871,435947,2,15/05/2019,6,1,1,1,9,1,3,1,27
434925,437444,3,16/05/2019,6,1,1,1,9,1,3,2,30
434925,437444,3,16/05/2019,6,1,1,1,9,2,3,2,30
434925,437444,3,16/05/2019,6,1,1,1,9,2,3,2,7
426436,433296,1,16/05/2019,6,1,1,1,9,3,3,2,52
429780,438894,2,10/05/2019,3,1,1,1,1,1,3,1,42
430297,433832,1,16/05/2019,6,1,1,1,8,3,3,1,29
442073,431753,1,16/05/2019,3,1,1,1,3,1,2,2,25
432131,429375,2,18/05/2019,3,1,1,1,1,1,3,1,44
438037,438422,4,17/05/2019,3,1,1,1,9,1,3,2,73
438037,438422,4,17/05/2019,3,1,1,1,9,2,3,2,25
438037,438422,4,17/05/2019,3,1,1,1,9,2,3,2,31
430079,434406,2,16/05/2019,2,1,1,1,9,1,3,2,43
430836,433983,2,17/05/2019,6,1,1,1,9,2,3,2,10
433087,435820,2,17/05/2019,6,1,1,1,9,1,3,1,35
429978,437643,2,18/05/2019,6,1,1,1,2,1,3,1,26
427569,436879,2,19/05/2019,3,1,1,1,1,1,3,1,38
429133,431868,1,20/05/2019,6,1,1,1,4,3,3,1,28
430707,438575,2,20/05/2019,6,1,1,1,4,1,3,1,37
430512,433453,1,21/05/2019,6,1,1,1,11,2,3,2,51
432859,435383,2,21/05/2019,6,1,1,1,9,1,3,1,77
432133,434947,2,21/05/2019,6,1,1,1,1,1,3,1,24
424965,432221,1,22/05/2019,6,1,1,1,9,3,3,2,12
431300,437028,2,22/05/2019,6,1,1,1,9,1,3,2,27
427169,435879,2,22/05/2019,6,1,1,1,1,1,2,2,22
435758,434450,2,22/05/2019,6,1,4,1,9,1,3,2,35
434580,430848,1,23/05/2019,1,1,1,1,9,1,3,1,21
433562,435270,2,23/05/2019,6,1,1,1,1,1,3,1,16
429334,433240,1,24/05/2019,4,1,1,1,5,3,2,2,44
432786,436848,2,24/05/2019,6,1,1,1,5,1,3,1,60
428882,430127,2,24/05/2019,6,1,1,1,9,1,3,2,40
421917,432966,2,25/05/2019,4,1,1,1,1,1,3,1,31
431693,425283,4,25/05/2019,1,1,1,1,9,1,3,1,55
431693,425283,4,25/05/2019,1,1,1,1,9,1,3,1,47
434136,433895,2,25/05/2019,4,1,1,1,11,2,2,2,63
434136,433895,2,25/05/2019,4,1,1,1,11,2,3,2,44
434136,433895,2,25/05/2019,4,1,1,1,11,2,3,2,40
434615,441233,2,25/05/2019,6,2,1,2,3,1,3,1,22
431274,434604,2,25/05/2019,6,1,1,1,9,2,3,2,30
429468,430993,2,26/05/2019,6,2,1,2,1,1,2,1,19
428089,434900,2,25/05/2019,6,1,1,1,9,1,3,2,26
418143,442485,2,26/05/2019,3,2,1,2,9,1,3,2,60
418143,442485,2,26/05/2019,3,2,1,2,9,2,3,1,59
436145,435314,2,26/05/2019,3,1,1,1,9,2,3,2,25
435464,437288,2,26/05/2019,3,1,1,4,9,1,2,2,38
435464,437288,2,26/05/2019,3,1,1,4,19,1,3,1,28
439015,431739,2,26/05/2019,3,1,1,1,1,1,3,2,20
427833,435806,2,26/05/2019,6,1,1,1,9,1,3,2,68
427833,435806,2,26/05/2019,6,1,1,1,8,1,3,1,52
427833,435806,2,26/05/2019,6,1,1,1,8,2,3,2,19
431487,433580,1,26/05/2019,3,1,7,1,8,3,3,2,30
425576,434243,2,28/05/2019,3,1,4,1,1,1,1,1,25
424320,427890,2,29/05/2019,1,1,1,1,9,2,3,1,4
432151,427338,3,30/05/2019,1,1,1,1,9,1,3,1,36
432151,427338,3,30/05/2019,1,1,1,1,9,1,3,1,31
432151,427338,3,30/05/2019,1,1,1,1,9,2,3,2,29
432151,427338,3,30/05/2019,1,1,1,1,9,2,3,2,1
430339,425047,2,30/05/2019,3,1,1,1,9,1,3,1,54
427256,444361,2,30/05/2019,6,1,1,1,1,1,3,1,46
431800,425392,3,31/05/2019,1,1,1,1,9,1,3,1,44
431800,425392,3,31/05/2019,1,1,1,1,9,2,3,1,52
431800,425392,3,31/05/2019,1,1,1,1,9,1,3,1,56
431800,425392,3,31/05/2019,1,1,1,1,9,2,3,1,39
431800,425392,3,31/05/2019,1,1,1,1,9,1,3,2,46
424092,428106,2,01/06/2019,6,1,1,1,9,1,3,2,54
436750,436321,3,01/06/2019,6,1,1,1,9,1,3,2,61
425627,433079,2,01/06/2019,6,1,1,1,5,1,2,1,61
432289,444344,2,01/06/2019,3,1,1,1,1,1,2,1,49
428769,432727,2,01/06/2019,3,1,4,1,9,1,3,1,59
435912,436248,2,01/06/2019,3,1,1,1,5,1,3,1,46
426991,427914,2,04/06/2019,6,1,1,1,9,1,3,2,39
425272,432888,1,04/06/2019,6,1,1,1,9,3,3,1,11
421180,441480,1,04/06/2019,6,2,1,2,9,3,3,2,70
423049,434159,3,04/06/2019,3,2,1,2,9,2,3,1,15
423049,434159,3,04/06/2019,3,2,1,2,9,2,3,2,21
426546,428241,1,05/06/2019,6,1,1,1,11,2,3,2,71
428071,434988,1,06/06/2019,6,1,1,1,9,3,2,1,33
440840,442755,2,06/06/2019,6,1,1,1,9,1,3,2,46
429423,428211,1,06/06/2019,6,1,1,1,11,2,3,2,30
429423,428211,1,06/06/2019,6,1,1,1,11,2,3,2,2
428983,425984,2,06/06/2019,3,1,1,1,9,2,3,2,75
427646,434743,2,06/06/2019,6,1,1,1,1,1,3,1,52
432030,435262,1,06/06/2019,6,1,1,1,9,3,2,2,7
432030,435262,1,06/06/2019,6,1,1,1,9,3,2,2,35
429654,433381,1,07/06/2019,6,1,1,1,8,3,2,1,55
430697,434523,3,08/06/2019,6,2,4,1,9,1,3,2,41
430697,434523,3,08/06/2019,6,2,4,1,9,2,3,1,30
430091,431311,1,09/06/2019,3,1,4,1,9,3,3,1,21
426584,433440,1,09/06/2019,6,1,4,1,9,1,3,1,23
437230,437747,3,09/06/2019,3,1,1,1,9,1,3,1,33
437230,437747,3,09/06/2019,3,1,1,1,9,1,3,1,48
429857,433410,2,08/06/2019,6,2,1,1,8,2,3,2,22
431488,429559,2,10/06/2019,6,1,1,1,9,1,3,2,32
431488,429559,2,10/06/2019,6,1,1,1,9,2,3,2,11
431488,429559,2,10/06/2019,6,1,1,1,9,2,3,2,11
426470,427642,1,10/06/2019,6,1,1,1,9,3,2,1,82
442984,427731,2,10/06/2019,6,2,1,2,9,1,3,1,55
430438,434355,2,10/06/2019,6,1,1,1,3,1,2,1,29
430021,435532,2,11/06/2019,6,1,1,1,1,1,3,1,52
429737,438346,2,11/06/2019,4,2,1,2,9,1,3,1,51
423806,438264,1,11/06/2019,6,2,1,1,9,3,3,1,13
425023,433179,1,11/06/2019,3,1,1,1,9,1,2,1,35
430807,435341,2,11/06/2019,6,2,1,2,1,1,3,1,27
428003,426155,4,11/06/2019,3,2,1,1,9,1,3,2,48
424991,432897,2,11/06/2019,6,2,1,2,9,1,3,1,37
426822,434974,2,12/06/2019,3,2,1,2,1,1,2,1,40
424759,444404,1,12/06/2019,3,2,4,2,9,1,3,2,30
433662,434316,2,13/06/2019,6,2,1,2,9,1,2,1,66
433662,434316,2,13/06/2019,6,2,1,2,9,2,2,2,60
429683,425693,2,13/06/2019,3,2,1,2,9,1,3,2,27
429683,425693,2,13/06/2019,3,2,1,2,9,2,3,1,3
433426,435894,2,12/06/2019,6,2,1,2,1,1,3,1,11
428324,429565,2,14/06/2019,3,1,1,1,9,1,3,2,46
442987,441349,5,14/06/2019,2,1,1,1,9,2,3,2,64
429138,433089,2,14/06/2019,6,2,1,1,9,1,3,2,22
429138,433089,2,14/06/2019,6,2,1,1,9,2,3,2,61
429138,433089,2,14/06/2019,6,2,1,1,9,1,3,1,53
423983,429736,2,15/06/2019,6,1,1,1,9,1,3,1,53
430411,433471,1,15/06/2019,6,2,1,2,8,3,3,2,13
430024,434091,1,15/06/2019,6,2,1,2,9,3,3,1,5
422801,433542,2,16/06/2019,6,1,7,1,9,1,2,1,32
422801,433542,2,16/06/2019,6,1,7,1,9,1,2,1,21
435816,437728,2,16/06/2019,6,1,1,1,9,3,2,2,48
419497,445019,2,16/06/2019,3,1,1,1,9,1,3,1,48
419497,445019,2,16/06/2019,3,1,1,1,9,2,3,1,20
434722,436852,1,17/06/2019,6,1,1,1,9,3,3,1,8
436167,427495,1,17/06/2019,3,1,1,1,1,1,3,2,25
427073,433706,2,18/06/2019,3,1,1,1,3,1,3,1,21
427643,429947,2,18/06/2019,3,1,1,1,9,1,3,2,24
427643,429947,2,18/06/2019,3,1,1,1,9,2,3,2,74
426542,433400,1,18/06/2019,6,1,1,1,9,3,2,2,12
426289,434015,2,18/06/2019,6,2,1,2,1,1,3,1,14
426481,428549,2,18/06/2019,3,2,1,2,1,1,3,1,48
431616,426420,2,19/06/2019,1,2,4,2,17,1,3,1,65
426513,435657,2,19/06/2019,6,2,1,2,1,1,3,1,23
428800,436942,2,19/06/2019,6,1,1,1,9,1,3,1,33
428800,436942,2,19/06/2019,6,1,1,1,3,1,2,1,23
